DSProcesso;DSProcessoAssociado;IDTipoAssociacao;DTAssociacao;DTDesassociacao;OBAssociacao
970.801/2023;871.077/1984;4;2023-11-28;;*
990.886/2011;001.736/1948;4;2011-09-13;;*
990.886/2011;004.512/1960;4;2011-09-13;;*
990.886/2011;006.048/1960;4;2011-09-13;;*
990.886/2011;801.278/1969;4;2011-09-13;;*
990.886/2011;804.240/1971;4;2011-09-13;;*
995.457/1980;007.800/1967;4;2010-03-30;;*
995.457/1980;821.322/1969;4;2010-03-30;;*
995.706/1988;001.960/1960;4;2000-04-17;;*
995.706/1988;001.961/1960;4;2000-04-17;;*
995.706/1988;001.962/1960;4;2000-04-17;;*
995.706/1988;001.963/1960;4;2000-04-17;;*
995.706/1988;801.506/1969;4;2010-03-30;;*
995.706/1988;806.948/1976;4;2000-04-17;;*
995.706/1988;807.037/1974;4;2000-04-17;;*
995.706/1988;807.128/1973;4;2000-04-17;;*
995.706/1988;809.136/1972;4;2000-04-17;;*
995.706/1988;809.137/1972;4;2000-04-17;;*
995.706/1988;816.547/1971;4;2000-04-17;;*
995.706/1988;817.179/1971;4;2000-04-17;;*
995.706/1988;817.180/1971;4;2000-04-17;;*
995.706/1988;819.242/1970;4;2000-04-17;;*
995.706/1988;819.243/1970;4;2000-04-17;;*
995.706/1988;819.244/1970;4;2000-04-17;;*
995.706/1988;821.419/1969;4;2010-03-30;;*
995.795/1988;805.309/1977;4;2000-04-17;;*
995.795/1988;805.312/1977;4;2000-04-17;;*
995.868/1989;809.929/1972;4;2011-01-31;;*
995.868/1989;812.726/1973;4;2011-01-31;;*
995.868/1989;814.021/1971;4;2011-01-31;;*
995.868/1989;840.192/1979;4;2011-01-31;;*
995.868/1989;840.436/1979;4;2011-01-31;;*
996.118/2001;890.070/1985;4;2002-02-06;;*
996.118/2001;890.084/1985;4;2002-02-06;;*
996.118/2001;890.088/1985;4;2002-02-06;;*
996.129/2019;890.064/1988;4;2019-08-19;;*
996.129/2019;890.065/1988;4;2019-08-19;;*
996.129/2019;890.159/1985;4;2019-08-19;;*
996.129/2019;890.160/1985;4;2019-08-19;;*
996.129/2019;890.161/1985;4;2019-08-19;;*
996.129/2019;890.162/1985;4;2019-08-19;;*
996.129/2019;890.163/1985;4;2019-08-19;;*
996.129/2019;890.164/1985;4;2019-08-19;;*
996.129/2019;890.165/1985;4;2019-08-19;;*
996.129/2019;890.608/1988;4;2019-08-19;;*
996.129/2019;890.609/1988;4;2019-08-19;;*
996.659/2020;001.736/1963;4;2020-05-12;;*
996.659/2020;009.960/1966;4;2020-05-12;;*
996.675/2020;000.726/1963;4;2020-05-28;;*
996.675/2020;808.573/1976;4;2020-05-28;;*
996.932/2009;890.188/1981;4;2009-11-06;;*
996.932/2009;890.189/1981;4;2009-11-06;;*
853.655/1976;844.152/2010;9;2010-07-19;;*
853.714/1993;300.375/2013;8;2013-04-17;;*
853.755/1994;850.457/2012;8;2012-05-04;;*
853.904/1994;850.746/2023;8;2023-09-18;;*
853.906/1994;850.747/2023;8;2023-09-18;;*
853.908/1994;850.748/2023;8;2023-09-18;;*
854.011/1976;000.413/1961;4;2020-07-23;;*
854.011/1976;000.414/1961;4;2020-07-23;;*
854.011/1976;000.415/1961;4;2020-07-23;;*
854.011/1976;000.420/1961;4;2020-07-23;;*
854.011/1976;001.137/1961;4;2020-07-23;;*
854.011/1976;001.140/1961;4;2020-07-23;;*
854.011/1976;001.145/1961;4;2020-07-23;;*
854.201/1993;300.317/2013;8;2013-04-05;;*
854.216/1996;850.641/2018;8;2018-07-09;;*
854.218/1996;850.100/2009;8;2009-03-16;;*
854.249/1993;850.912/2023;8;2023-09-27;;*
854.281/1977;800.885/2012;9;2012-10-17;;*
854.315/1996;850.486/2016;8;2016-07-14;;*
854.488/1996;300.646/2011;8;2011-07-19;;*
854.488/1996;300.647/2011;8;2011-07-19;;*
854.556/1996;850.895/2013;8;2013-06-12;;*
854.557/1996;850.679/2012;8;2012-06-22;;*
854.790/1994;850.929/2010;8;2010-12-06;;*
854.855/1996;850.554/2013;2;2013-04-22;;*
854.873/1996;850.121/2009;8;2009-03-30;;*
855.027/1994;850.771/2014;8;2014-09-08;;*
855.031/1993;300.694/2012;8;2012-07-09;;*
855.073/1996;850.288/2016;8;2016-04-26;;*
855.529/1996;301.042/2013;8;2013-11-06;;*
855.530/1996;300.333/2013;8;2013-04-05;;*
855.531/1996;300.391/2012;8;2012-04-12;;*
855.792/1996;850.241/2016;8;2016-04-15;;*
855.806/1996;300.937/2012;8;2012-10-16;;*
855.815/1996;300.112/2013;8;2013-01-31;;*
855.826/1996;300.800/2012;8;2012-09-19;;*
856.001/1996;850.789/2009;9;2009-11-30;;*
856.160/1996;850.788/2009;9;2009-11-30;;*
856.249/1994;850.664/2012;8;2012-06-22;;*
856.289/1996;850.787/2009;9;2009-11-30;;*
856.294/1995;850.199/2017;8;2017-03-20;;*
856.384/1996;300.338/2011;8;2011-04-14;;*
856.392/1996;300.074/2010;8;2010-02-05;;*
856.393/1996;300.796/2012;8;2012-09-17;;*
857.242/1995;850.711/2023;8;2023-09-08;;*
857.244/1995;850.712/2023;8;2023-09-08;;*
857.261/1995;850.710/2023;8;2023-09-08;;*
857.263/1995;850.717/2023;8;2023-09-11;;*
857.264/1995;850.716/2023;8;2023-09-11;;*
857.281/1995;850.718/2023;8;2023-09-11;;*
857.282/1995;850.715/2023;8;2023-09-08;;*
857.283/1995;850.714/2023;8;2023-09-08;;*
857.284/1995;850.713/2023;8;2023-09-08;;*
857.627/1995;850.414/2019;8;2019-06-11;;*
857.633/1995;850.242/2016;8;2016-04-15;;*
857.637/1995;850.328/2015;2;2015-06-11;;*
857.645/1995;300.419/2011;8;2011-05-09;;*
857.645/1995;300.420/2011;8;2011-05-09;;*
857.651/1995;300.396/2011;8;2011-05-03;;*
857.652/1995;300.422/2011;8;2011-05-09;;*
857.662/1995;300.935/2012;8;2012-10-16;;*
857.662/1995;300.936/2012;8;2012-10-16;;*
857.744/1995;850.890/2010;8;2010-11-23;;*
858.003/2004;858.015/2012;8;2012-01-13;;*
858.003/2010;858.005/2010;9;2010-02-10;;*
858.006/2004;858.134/2017;8;2017-11-16;;*
858.007/2004;858.133/2017;8;2017-11-16;;*
858.007/2006;858.112/2011;2;2011-08-17;;*
858.007/2006;858.113/2011;2;2011-08-17;;*
858.007/2006;858.114/2011;2;2011-08-17;;*
858.007/2006;858.115/2011;2;2011-08-17;;*
858.008/2011;858.105/2012;2;2012-09-12;;*
858.009/2009;858.082/2017;8;2017-08-10;;*
858.009/2023;300.672/2024;8;2024-08-02;;*
858.010/2018;858.030/2020;9;2020-05-14;;*
858.011/2018;858.017/2021;9;2021-05-19;;*
858.011/2018;858.024/2021;9;2021-07-13;;*
858.011/2025;858.062/2025;2;2025-10-23;;*
858.015/2023;858.016/2023;9;2023-04-05;;*
858.015/2023;858.026/2025;9;2025-04-30;;*
858.015/2023;858.036/2025;9;2025-07-31;;*
858.015/2023;858.053/2025;9;2025-10-09;;*
858.017/1995;858.095/2017;8;2017-08-16;;*
858.017/2003;858.078/2010;8;2010-09-27;;*
858.018/2012;858.099/2017;8;2017-08-16;;*
858.022/2024;858.049/2024;2;2024-09-16;;*
858.023/2004;858.029/2025;2;2025-05-19;;*
858.025/2006;300.043/2016;8;2016-01-21;;*
858.028/2025;858.038/2025;2;2025-08-04;;*
858.029/2016;858.073/2016;2;2016-09-08;;*
858.034/2001;858.120/2011;2;2011-08-24;;*
858.034/2012;858.112/2017;2;2017-09-12;;*
858.034/2012;858.120/2017;9;2017-10-04;;*
858.034/2015;858.076/2023;9;2023-09-05;;*
858.035/2015;858.019/2023;9;2023-05-10;;*
858.036/2006;858.029/2010;8;2010-03-30;;*
858.036/2012;858.080/2017;8;2017-08-10;;*
858.037/2007;858.082/2011;8;2011-06-14;;*
858.038/1999;858.132/2017;8;2017-11-16;;*
858.038/2006;858.028/2010;8;2010-03-30;;*
858.038/2006;858.087/2010;8;2010-11-18;;*
858.039/2013;858.116/2013;2;2013-11-22;;*
858.041/2006;858.025/2010;8;2010-03-30;;*
858.041/2006;858.086/2010;8;2010-11-18;;*
858.043/2007;858.019/2021;8;2021-06-15;;*
858.044/2003;858.135/2017;8;2017-11-16;;*
858.044/2013;858.010/2014;9;2014-03-21;;*
858.044/2013;858.090/2005;2;2013-05-31;;*
858.047/2007;858.106/2011;8;2011-08-15;;*
858.047/2016;858.075/2023;8;2023-09-05;;*
858.048/2003;858.032/2012;8;2012-02-07;;*
858.048/2012;858.098/2017;8;2017-08-16;;*
858.048/2016;858.079/2023;8;2023-09-14;;*
858.048/2017;858.020/2021;8;2021-06-15;;*
858.049/2024;858.072/2024;9;2024-12-27;;*
858.052/2012;858.073/2015;8;2015-06-26;;*
858.055/2013;858.117/2013;9;2013-11-27;;*
858.057/2016;858.023/2021;8;2021-06-22;;*
858.058/2006;858.066/2013;2;2013-05-21;;*
858.058/2006;858.066/2024;2;2024-12-03;;*
858.058/2006;858.076/2025;2;2025-11-24;;*
858.058/2006;858.155/2012;2;2012-12-26;;*
858.060/2009;858.003/2010;2;2010-02-02;;*
858.061/2010;858.131/2017;8;2017-11-16;;*
858.061/2017;858.071/2025;9;2025-11-12;;*
858.062/2005;858.092/2010;8;2010-12-01;;*
858.062/2007;858.067/2024;8;2024-12-07;;*
858.063/2007;858.079/2015;8;2015-07-20;;*
858.064/2004;858.066/2010;2;2010-08-25;;*
858.066/2005;858.083/2011;9;2011-06-15;;*
858.066/2010;858.070/2010;9;2010-09-16;;*
858.067/2024;300.986/2025;8;2025-11-05;;*
858.068/2012;858.086/2012;9;2012-06-04;;*
858.071/2007;858.056/2016;8;2016-07-06;;*
858.071/2024;858.067/2025;2;2025-11-03;;*
858.071/2024;858.068/2025;9;2025-11-04;;*
858.072/2022;858.069/2025;9;2025-11-10;;*
858.074/2006;858.083/2010;8;2010-10-19;;*
858.076/2012;300.474/2023;8;2023-05-31;;*
858.076/2012;300.476/2023;8;2023-05-31;;*
858.077/2012;300.475/2023;8;2023-05-31;;*
858.078/2004;300.638/2010;8;2010-06-25;;*
858.078/2007;858.077/2015;8;2015-07-20;;*
858.078/2012;858.093/2012;9;2012-06-21;;*
858.078/2013;858.083/2015;2;2015-07-29;;*
858.079/2005;300.920/2014;8;2014-12-10;;*
858.079/2009;858.025/2019;9;2019-08-20;;*
858.082/2023;858.070/2025;9;2025-11-10;;*
858.083/1996;858.039/2021;8;2021-08-31;;*
858.085/2011;858.037/2014;2;2014-06-30;;*
858.085/2011;858.043/2025;2;2025-09-09;;*
858.087/2022;300.715/2024;8;2024-08-14;;*
858.090/2005;858.040/2025;2;2025-08-20;;*
858.090/2005;858.044/2013;2;2013-04-05;;*
858.090/2005;858.111/2023;2;2023-12-20;;*
858.090/2005;858.114/2013;2;2013-11-14;;*
858.090/2005;858.115/2013;2;2013-11-14;;*
858.090/2022;858.015/2023;2;2023-04-01;;*
858.097/2011;858.096/2017;8;2017-08-16;;*
858.098/2008;858.026/2010;8;2010-03-30;;*
858.099/2008;858.034/2010;8;2010-03-30;;*
858.100/2007;858.079/2010;8;2010-09-27;;*
858.103/2007;858.081/2011;8;2011-06-14;;*
858.103/2008;858.075/2013;8;2013-06-05;;*
858.103/2009;858.081/2017;8;2017-08-10;;*
858.104/2008;858.076/2013;8;2013-06-05;;*
858.105/2009;858.083/2017;8;2017-08-10;;*
858.105/2012;858.056/2013;9;2013-05-16;;*
858.106/2009;858.084/2017;8;2017-08-10;;*
858.106/2011;858.087/2017;8;2017-08-11;;*
858.106/2012;858.088/2017;8;2017-08-11;;*
858.107/2007;858.121/2011;8;2011-08-25;;*
858.107/2009;858.097/2017;8;2017-08-16;;*
858.107/2011;858.102/2017;8;2017-08-16;;*
858.110/2011;858.032/2019;8;2019-09-06;;*
858.112/2004;858.001/2015;9;2015-01-06;;*
858.112/2011;858.129/2011;9;2011-09-29;;*
858.112/2017;858.122/2017;9;2017-10-06;;*
858.113/2011;858.127/2011;9;2011-09-29;;*
858.114/2011;858.128/2011;9;2011-09-29;;*
858.114/2013;858.125/2013;9;2013-12-20;;*
858.115/2011;858.126/2011;9;2011-09-29;;*
858.115/2013;858.126/2013;9;2013-12-20;;*
858.116/2012;858.030/2025;8;2025-05-20;;*
858.120/2011;858.057/2013;9;2013-05-17;;*
858.121/2012;858.057/2016;8;2016-07-06;;*
858.126/2009;858.078/2012;2;2012-05-28;;*
858.130/2008;858.027/2010;8;2010-03-30;;*
858.130/2011;858.134/2012;2;2012-11-09;;*
858.131/2008;858.111/2011;8;2011-08-15;;*
858.132/2008;858.030/2010;8;2010-03-30;;*
858.132/2017;858.057/2020;2;2020-12-02;;*
858.133/2008;858.036/2010;8;2010-03-30;;*
858.133/2017;858.003/2020;2;2020-01-15;;*
858.133/2017;858.004/2020;2;2020-01-15;;*
858.134/2008;858.035/2010;8;2010-03-30;;*
858.134/2017;858.080/2023;8;2023-09-19;;*
858.135/2017;858.005/2020;2;2020-01-15;;*
858.135/2017;858.006/2020;2;2020-01-15;;*
858.137/2008;858.022/2010;8;2010-03-29;;*
858.139/2007;858.023/2010;8;2010-03-30;;*
858.144/2007;858.024/2010;8;2010-03-30;;*
858.147/2008;858.032/2010;8;2010-03-30;;*
858.149/2011;858.068/2012;2;2012-05-10;;*
858.150/2008;858.033/2010;8;2010-03-30;;*
858.153/2008;858.031/2010;8;2010-03-30;;*
858.154/2011;858.078/2015;8;2015-07-20;;*
858.155/2012;858.112/2013;9;2013-11-06;;*
858.155/2012;858.156/2012;9;2012-12-27;;*
858.158/2008;858.110/2011;8;2011-08-15;;*
858.162/2008;858.105/2011;8;2011-08-15;;*
866.786/2018;866.207/2019;2;2019-03-11;;*
866.786/2020;866.196/2022;9;2022-03-21;;*
866.787/2008;866.893/2009;8;2009-12-10;;*
866.787/2010;866.550/2021;9;2021-05-10;;*
866.787/2018;866.005/2020;9;2020-01-03;;*
866.787/2021;866.824/2024;9;2024-10-23;;*
866.787/2023;867.038/2023;9;2023-12-19;;*
866.788/2005;866.156/2012;8;2012-03-19;;*
866.788/2010;866.465/2021;9;2021-04-15;;*
866.788/2010;866.606/2019;2;2019-09-03;;*
866.788/2020;866.195/2022;9;2022-03-21;;*
866.788/2021;866.825/2024;9;2024-10-23;;*
866.789/2005;866.154/2012;8;2012-03-19;;*
866.789/2010;866.492/2021;9;2021-04-20;;*
866.789/2020;866.200/2022;9;2022-03-21;;*
866.789/2023;866.643/2025;9;2025-06-24;;*
866.790/2010;866.493/2021;9;2021-04-20;;*
866.790/2010;866.781/2025;9;2025-07-17;;*
866.790/2016;866.595/2021;8;2021-05-20;;*
866.790/2020;866.147/2022;9;2022-03-04;;*
866.790/2023;866.018/2025;9;2025-01-15;;*
866.791/2005;866.155/2012;8;2012-03-19;;*
866.791/2010;866.494/2021;9;2021-04-20;;*
866.791/2013;867.128/2013;9;2013-09-16;;*
866.791/2020;866.149/2022;9;2022-03-04;;*
866.791/2021;866.744/2024;2;2024-10-02;;*
866.791/2021;866.745/2024;2;2024-10-02;;*
866.791/2021;866.746/2024;2;2024-10-02;;*
866.791/2021;866.747/2024;2;2024-10-02;;*
866.791/2021;866.748/2024;2;2024-10-02;;*
866.791/2023;866.650/2025;9;2025-06-24;;*
866.792/2008;300.442/2019;8;2019-06-04;;*
866.792/2010;866.466/2021;9;2021-04-15;;*
866.792/2017;866.314/2025;2;2025-04-17;;*
866.792/2017;866.315/2025;2;2025-04-17;;*
866.792/2017;866.316/2025;2;2025-04-17;;*
866.792/2017;866.317/2025;2;2025-04-17;;*
866.792/2017;866.318/2025;2;2025-04-17;;*
866.792/2017;867.178/2024;2;2024-12-10;;*
866.792/2017;867.179/2024;2;2024-12-10;;*
866.792/2017;867.180/2024;2;2024-12-10;;*
866.792/2017;867.181/2024;2;2024-12-10;;*
866.792/2017;867.182/2024;2;2024-12-10;;*
866.792/2017;867.183/2024;2;2024-12-10;;*
866.792/2020;866.201/2022;9;2022-03-21;;*
866.792/2023;866.656/2025;9;2025-06-24;;*
866.793/2010;866.502/2021;9;2021-04-23;;*
866.793/2010;866.782/2025;9;2025-07-17;;*
866.793/2018;866.107/2019;9;2019-01-30;;*
866.793/2020;866.202/2022;9;2022-03-21;;*
866.793/2023;866.659/2025;9;2025-06-24;;*
866.794/2010;866.467/2021;9;2021-04-15;;*
866.794/2010;866.605/2019;2;2019-09-03;;*
866.794/2020;866.203/2022;9;2022-03-21;;*
866.794/2022;866.364/2023;9;2023-06-07;;*
866.794/2023;866.598/2025;9;2025-06-23;;*
866.795/2010;866.469/2021;9;2021-04-15;;*
866.795/2016;866.255/2017;9;2017-03-23;;*
866.795/2018;866.039/2020;9;2020-01-23;;*
866.795/2020;866.150/2022;9;2022-03-04;;*
866.795/2023;866.599/2025;9;2025-06-23;;*
866.796/2008;300.988/2013;8;2013-10-10;;*
866.796/2010;866.504/2021;9;2021-04-23;;*
866.796/2023;866.600/2025;9;2025-06-23;;*
866.797/2008;866.894/2009;8;2009-12-10;;*
866.797/2010;866.470/2021;9;2021-04-15;;*
866.797/2023;866.601/2025;9;2025-06-23;;*
866.797/2025;866.828/2025;9;2025-07-24;;*
866.798/2008;866.895/2009;8;2009-12-10;;*
866.798/2010;866.505/2021;9;2021-04-23;;*
866.798/2019;867.342/2020;2;2020-12-18;;*
866.798/2023;866.530/2025;9;2025-06-12;;*
866.798/2025;866.829/2025;9;2025-07-24;;*
866.799/2008;866.124/2010;8;2010-02-18;;*
866.799/2010;866.472/2021;9;2021-04-15;;*
866.799/2021;866.804/2021;9;2021-06-16;;*
866.799/2023;866.354/2025;2;2025-05-15;;*
866.799/2023;866.602/2025;9;2025-06-23;;*
866.799/2025;866.830/2025;9;2025-07-24;;*
866.800/2010;866.551/2021;9;2021-05-10;;*
866.800/2018;866.909/2018;9;2018-11-09;;*
866.800/2021;866.803/2021;9;2021-06-16;;*
866.800/2023;867.477/2025;9;2025-11-11;;*
866.800/2025;866.832/2025;9;2025-07-24;;*
866.801/2010;866.552/2021;9;2021-05-10;;*
866.801/2018;866.910/2018;9;2018-11-09;;*
866.801/2021;866.806/2021;9;2021-06-17;;*
866.801/2025;866.833/2025;9;2025-07-24;;*
866.802/2006;866.603/2017;8;2017-07-26;;*
866.802/2010;866.554/2021;9;2021-05-11;;*
866.802/2018;866.911/2018;9;2018-11-09;;*
866.802/2021;866.805/2021;9;2021-06-16;;*
866.802/2025;866.834/2025;9;2025-07-24;;*
866.803/2005;301.187/2010;8;2010-12-02;;*
866.803/2006;866.757/2021;8;2021-06-14;;*
866.803/2010;866.558/2021;9;2021-05-11;;*
866.803/2011;866.793/2021;8;2021-06-16;;*
866.803/2016;300.375/2017;8;2017-04-05;;*
866.803/2016;866.139/2017;9;2017-02-17;;*
866.803/2019;866.484/2020;2;2020-07-07;;*
866.803/2021;867.541/2025;9;2025-11-12;;*
866.803/2023;866.496/2025;9;2025-06-12;;*
866.804/2010;866.473/2021;9;2021-04-15;;*
866.804/2023;866.497/2025;9;2025-06-12;;*
866.804/2025;866.835/2025;9;2025-07-24;;*
866.805/2010;866.559/2021;9;2021-05-11;;*
866.805/2011;866.591/2015;2;2015-11-04;;*
866.805/2016;866.677/2025;9;2025-06-24;;*
866.805/2017;866.287/2018;9;2018-04-06;;*
866.805/2023;866.474/2025;9;2025-06-12;;*
866.806/2010;866.474/2021;9;2021-04-15;;*
866.806/2011;866.695/2014;2;2014-07-01;;*
866.806/2023;866.475/2025;9;2025-06-12;;*
866.807/2006;302.259/2015;8;2015-04-30;;*
866.807/2011;866.068/2017;8;2017-01-23;;*
866.807/2023;866.477/2025;9;2025-06-12;;*
866.808/2006;302.260/2015;8;2015-04-30;;*
866.808/2014;866.565/2015;9;2015-10-26;;*
866.808/2016;866.803/2019;9;2019-11-07;;*
866.808/2018;866.469/2023;9;2023-07-26;;*
866.808/2023;866.478/2025;9;2025-06-12;;*
866.809/2006;300.861/2011;8;2011-09-01;;*
866.809/2014;866.642/2021;8;2021-05-28;;*
866.809/2018;866.471/2023;9;2023-07-26;;*
866.809/2023;866.479/2025;9;2025-06-12;;*
866.810/2006;300.998/2013;8;2013-10-18;;*
866.810/2012;866.919/2014;9;2014-09-12;;*
866.810/2016;866.657/2021;8;2021-06-02;;*
866.810/2018;866.472/2023;9;2023-07-26;;*
866.810/2023;866.480/2025;9;2025-06-12;;*
866.811/2017;300.798/2024;8;2024-09-10;;*
866.811/2018;866.078/2023;9;2023-02-17;;*
866.811/2019;300.586/2023;8;2023-07-27;;*
866.811/2019;300.587/2023;8;2023-07-27;;*
866.811/2023;866.481/2025;9;2025-06-12;;*
866.812/2008;866.560/2022;2;2022-07-15;;*
866.812/2008;866.675/2019;2;2019-09-27;;*
866.812/2012;866.711/2021;8;2021-06-08;;*
866.812/2018;866.552/2019;9;2019-08-20;;*
866.812/2023;866.482/2025;9;2025-06-12;;*
866.813/2025;866.831/2025;9;2025-07-24;;*
866.814/2017;867.011/2024;8;2024-11-27;;*
866.815/2008;302.167/2015;8;2015-03-26;;*
866.815/2010;866.475/2021;9;2021-04-15;;*
866.815/2022;866.202/2023;9;2023-04-12;;*
866.816/2006;866.653/2016;8;2016-08-05;;*
866.816/2010;866.893/2021;9;2021-06-24;;*
866.816/2014;866.164/2021;9;2021-02-08;;*
866.816/2018;301.041/2025;8;2025-11-24;;*
866.816/2025;866.838/2025;9;2025-07-24;;*
866.817/2006;866.273/2016;8;2016-04-11;;*
866.817/2010;866.895/2021;9;2021-06-24;;*
866.817/2022;866.275/2023;9;2023-05-09;;*
866.817/2025;866.839/2025;9;2025-07-24;;*
866.818/2010;866.898/2021;9;2021-06-24;;*
866.818/2013;866.337/2021;9;2021-03-29;;*
866.818/2023;867.072/2025;9;2025-09-18;;*
866.818/2025;866.840/2025;9;2025-07-24;;*
866.819/2005;866.031/2009;8;2009-01-27;;*
866.819/2010;866.899/2021;9;2021-06-24;;*
866.819/2013;866.338/2021;9;2021-03-29;;*
866.819/2017;300.799/2024;8;2024-09-10;;*
866.819/2023;867.139/2025;9;2025-09-24;;*
866.819/2025;866.841/2025;9;2025-07-24;;*
866.820/2005;866.032/2009;8;2009-01-27;;*
866.820/2010;866.901/2021;9;2021-06-24;;*
866.820/2013;866.339/2021;9;2021-03-29;;*
866.820/2017;300.795/2024;8;2024-09-10;;*
866.820/2018;866.569/2019;9;2019-08-27;;*
866.820/2023;867.493/2025;9;2025-11-12;;*
866.820/2025;866.842/2025;9;2025-07-24;;*
866.821/1993;866.622/2025;9;2025-06-24;;*
866.821/2005;866.033/2009;8;2009-01-27;;*
866.821/2010;866.902/2021;9;2021-06-24;;*
866.821/2013;866.340/2021;9;2021-03-29;;*
866.821/2017;300.796/2024;8;2024-09-10;;*
866.821/2023;867.140/2025;9;2025-09-24;;*
866.821/2025;866.844/2025;9;2025-07-25;;*
866.822/2008;300.906/2013;8;2013-09-11;;*
866.822/2008;300.907/2013;8;2013-09-11;;*
866.822/2008;300.908/2013;8;2013-09-11;;*
866.822/2008;300.909/2013;8;2013-09-11;;*
866.822/2008;300.910/2013;8;2013-09-11;;*
866.822/2008;300.911/2013;8;2013-09-11;;*
866.822/2008;300.912/2013;8;2013-09-11;;*
866.822/2008;300.913/2013;8;2013-09-11;;*
866.822/2008;300.914/2013;8;2013-09-11;;*
890.198/2011;300.688/2019;8;2019-08-15;;*
890.198/2016;300.120/2023;8;2023-02-09;;*
890.198/2022;890.025/2025;9;2025-03-14;;*
890.199/1989;896.005/2003;2;2024-05-20;;*
890.199/2022;300.066/2023;8;2023-01-27;;*
890.199/2022;890.004/2023;9;2023-01-16;;*
890.200/2012;300.744/2017;8;2017-08-03;;*
890.200/2012;300.745/2017;8;2017-08-03;;*
890.200/2017;890.005/2019;9;2019-01-28;;*
890.200/2021;890.222/2022;9;2022-11-23;;*
890.201/1987;300.319/2009;8;2009-04-27;;*
890.201/1992;896.640/2007;2;2011-06-07;;*
890.201/2004;890.025/2011;8;2011-01-18;;*
890.201/2005;300.222/2011;8;2011-03-18;;*
890.201/2005;890.045/2023;2;2023-05-09;;*
890.201/2009;890.212/2010;9;2010-05-11;;*
890.201/2011;890.075/2014;2;2014-01-31;;*
890.201/2011;890.076/2014;2;2014-01-31;;*
890.201/2011;890.077/2014;2;2014-01-31;;*
890.201/2018;890.106/2020;9;2020-09-24;;*
890.202/1981;896.022/2019;2;2019-02-08;;*
890.203/1989;896.178/2012;8;2012-03-19;;*
890.203/2005;890.299/2024;8;2024-11-13;;*
890.203/2011;890.074/2014;2;2014-01-31;;*
890.203/2011;890.131/2014;2;2014-02-11;;*
890.203/2011;890.346/2013;2;2013-05-09;;*
890.203/2011;890.453/2013;2;2013-06-12;;*
890.203/2011;890.802/2012;2;2012-11-12;;*
890.203/2011;890.803/2012;2;2012-11-12;;*
890.203/2011;890.970/2011;2;2011-12-12;;*
890.203/2011;891.033/2013;2;2013-12-19;;*
890.203/2013;890.038/2025;9;2025-04-03;;*
890.203/2016;890.197/2019;9;2019-12-09;;*
890.204/1997;300.793/2017;8;2017-08-18;;*
890.204/2014;890.269/2016;9;2016-08-01;;*
890.205/1989;896.023/2023;2;2023-03-14;;*
890.205/1989;896.088/2019;2;2019-09-19;;*
890.206/2011;890.598/2015;2;2015-12-03;;*
890.207/2017;890.201/2019;9;2019-12-12;;*
890.208/2017;890.389/2017;9;2017-12-22;;*
890.209/2002;890.371/2017;8;2017-12-04;;*
890.209/2005;890.053/2017;8;2017-02-13;;*
890.209/2007;890.351/2024;8;2024-12-02;;*
890.209/2016;890.306/2024;8;2024-11-13;;*
890.210/1999;890.585/2013;8;2013-07-19;;*
890.210/2011;890.070/2013;2;2013-01-22;;*
890.089/2021;890.245/2021;2;2021-12-09;;*
890.089/2021;890.290/2024;2;2024-11-11;;*
890.090/1980;896.437/2024;8;2024-12-04;;*
890.091/2006;300.215/2016;8;2016-03-08;;*
890.091/2019;300.584/2023;8;2023-07-27;;*
890.092/1990;896.042/2012;8;2012-01-25;;*
890.092/2003;890.188/2013;8;2013-03-07;;*
890.092/2003;890.189/2013;8;2013-03-07;;*
890.092/2015;890.149/2022;9;2022-08-26;;*
890.092/2017;890.229/2017;9;2017-07-18;;*
890.092/2020;890.037/2021;9;2021-03-09;;*
890.092/2021;890.114/2024;9;2024-09-12;;*
890.093/1991;896.610/2012;8;2012-11-29;;*
890.093/2004;300.461/2010;8;2010-05-07;;*
890.093/2004;300.462/2010;8;2010-05-07;;*
